id,client_id,card_brand,card_type,card_number,cvv,has_chip,num_cards_issued,acct_open_date,card_on_dark_web,credit_limit_int,year_pin_last_changed,expires
4670,480,Mastercard,Credit,5178103003337414,944,YES,2,09/2008,No,8700,2011-01-01,2024-07-01
2764,569,Visa,Credit,4345309820081331,761,YES,2,04/2016,No,5900,2016-01-01,2022-08-01
5608,1600,Mastercard,Debit,5986596679422097,556,YES,2,11/2010,No,5059,2010-01-01,2021-03-01
5050,1600,Mastercard,Debit,5580555303942267,975,YES,2,10/2006,No,22446,2012-01-01,2021-05-01
4251,1600,Mastercard,Debit,5981687076393979,248,YES,1,08/2008,No,48754,2013-01-01,2023-08-01
3498,1063,Visa,Credit,4724626131573867,408,YES,1,06/2010,No,9300,2010-01-01,2023-06-01
2015,1063,Visa,Debit,4272145779221857,960,YES,2,03/2000,No,15265,2009-01-01,2022-12-01
400,1063,Amex,Credit,321238694524282,959,YES,2,01/2020,No,12500,2020-01-01,2022-11-01
5683,1063,Mastercard,Debit,5487742107326265,71,YES,1,11/2013,No,28805,2013-01-01,2015-07-01
1009,1063,Amex,Credit,366720676943558,14,YES,1,02/2003,No,9800,2013-01-01,2003-11-01
3850,32,Mastercard,Credit,5874079264605271,569,YES,1,07/2008,No,11600,2012-01-01,2012-05-01
5382,32,Mastercard,Debit,5800646935618683,606,YES,2,11/2002,No,26501,2019-01-01,2023-12-01
3475,32,Mastercard,Debit,5694871166428059,965,NO,2,06/2010,No,11121,2013-01-01,2020-12-01
1087,32,Mastercard,Debit,5666612651246367,633,YES,2,02/2006,No,2352,2012-01-01,2021-04-01
576,1040,Mastercard,Debit,5888304398785419,957,YES,1,01/2020,No,62317,2020-01-01,2020-02-01
401,1040,Amex,Credit,373001607540829,141,YES,2,01/2020,No,16400,2020-01-01,2020-07-01
4798,396,Visa,"Debit (Prepaid)",4449334595737957,963,NO,2,09/2010,No,65,2011-01-01,2023-02-01
2785,396,Visa,"Debit (Prepaid)",4976990803040923,280,YES,1,04/2018,No,63,2018-01-01,2020-02-01
4911,396,Mastercard,"Debit (Prepaid)",5855912828685060,998,NO,1,09/2017,No,69,2017-01-01,2020-10-01
5395,396,Visa,Credit,4481459177871867,407,YES,2,11/2003,No,36900,2014-01-01,2003-11-01
4300,396,Visa,Debit,4534286446272162,909,YES,2,08/2009,No,10875,2020-01-01,2024-10-01
999,1498,Mastercard,"Debit (Prepaid)",5909422442877722,904,YES,2,02/2002,No,65,2008-01-01,2024-12-01
3735,1498,Mastercard,"Debit (Prepaid)",5031500070846562,242,YES,2,07/2005,No,76,2010-01-01,2023-04-01
577,1498,Mastercard,Debit,5467709707043932,414,YES,2,01/2020,No,15781,2020-01-01,2024-03-01
2232,1498,Visa,Debit,4138930585575377,145,YES,1,03/2009,No,22227,2010-01-01,2019-06-01
1613,104,Mastercard,Debit,5142639208685540,219,YES,2,02/2020,No,4924,2020-01-01,2020-02-01
3161,104,Discover,Credit,6464999389821775,611,YES,1,05/2015,No,6300,2015-01-01,2020-09-01
4205,104,Mastercard,Credit,5510383883718886,39,NO,1,08/2007,No,8000,2020-01-01,2024-05-01
835,1062,Visa,Debit,4704183403153635,877,NO,1,01/2020,No,18432,2020-01-01,2020-02-01
1390,1062,Mastercard,"Debit (Prepaid)",5959889429403771,978,YES,2,02/2019,No,86,2019-01-01,2020-02-01
4363,1062,Mastercard,Debit,5880409088686139,549,YES,2,08/2011,No,11666,2011-01-01,2020-09-01
1409,1845,Amex,Credit,327497948507859,829,YES,1,02/2020,No,22900,2020-01-01,2020-02-01
5892,1657,Mastercard,Credit,5806776060660016,573,YES,1,12/2007,No,7800,2007-01-01,2021-06-01
2183,1106,Mastercard,Debit,5807306830246695,218,YES,1,03/2008,No,10462,2015-01-01,2023-08-01
3964,1106,Amex,Credit,355949624026502,895,YES,2,07/2011,No,11000,2011-01-01,2012-12-01
2335,1106,Visa,Debit,4093331419395756,813,YES,1,03/2014,No,16927,2014-01-01,2023-12-01
2550,1867,Visa,"Debit (Prepaid)",4562657491942638,23,YES,2,04/2007,No,96,2015-01-01,2015-04-01
5238,1045,Mastercard,"Debit (Prepaid)",5957384655695394,529,YES,1,10/2011,No,95,2011-01-01,2021-07-01
5462,1786,Mastercard,Credit,5280439372458362,656,YES,2,11/2006,No,2400,2010-01-01,2023-03-01
2250,1786,Mastercard,Debit,5212105993740368,749,YES,1,03/2010,No,12127,2010-01-01,2023-09-01
5463,1786,Mastercard,Credit,5639561447744152,247,YES,1,11/2006,No,18400,2014-01-01,2020-11-01
1000,1786,Mastercard,Debit,5532586114473893,288,YES,1,02/2002,No,8273,2009-01-01,2024-09-01
3789,1786,Visa,Debit,4664101203758468,79,YES,2,07/2006,No,16641,2014-01-01,2022-01-01
2392,1569,Visa,Credit,4294423018570255,724,YES,1,04/1993,No,10300,2013-01-01,2022-03-01
4109,1569,Mastercard,Debit,5176230872859772,560,NO,2,08/2002,No,13841,2010-01-01,2020-05-01
2458,1569,Mastercard,Debit,5837677839033846,153,YES,2,04/2004,No,2054,2015-01-01,2024-07-01
5098,1569,Visa,Credit,4642362910157968,415,YES,2,10/2007,No,5100,2011-01-01,2022-09-01
3519,899,Mastercard,Debit,5972582186298210,369,NO,1,06/2011,No,22172,2016-01-01,2016-02-01
2429,1595,Mastercard,Debit,5755792909736498,338,YES,1,04/2002,No,17749,2011-01-01,2023-08-01
2472,1595,Visa,Credit,4800542079346441,673,YES,1,04/2004,No,12700,2011-01-01,2021-09-01
1447,446,Discover,Credit,6154268030880322,171,YES,2,02/2020,No,11100,2020-01-01,2020-02-01
3581,53,Mastercard,Debit,5671275511039267,152,NO,2,06/2014,No,16923,2014-01-01,2024-07-01
3267,53,Amex,Credit,311447548311580,560,YES,1,06/2004,No,14800,2010-01-01,2020-04-01
4620,53,Visa,"Debit (Prepaid)",4555062684626836,63,YES,1,09/2006,No,49,2011-01-01,2009-09-01
1410,1136,Amex,Credit,349691331721092,122,YES,1,02/2020,No,19000,2020-01-01,2020-07-01
1614,1136,Mastercard,Debit,5672629395790529,509,YES,2,02/2020,No,22067,2020-01-01,2022-04-01
1885,1136,Visa,Credit,4499074473589645,333,YES,2,02/2020,No,11500,2020-01-01,2023-01-01
1159,551,Visa,Debit,4527984307819255,502,YES,2,02/2008,No,19017,2012-01-01,2012-03-01
4637,551,Mastercard,Debit,5830088551579353,234,YES,2,09/2007,No,13863,2014-01-01,2023-08-01
3341,551,Discover,Credit,6207684045556324,297,YES,2,06/2007,No,400,2010-01-01,2008-06-01
2795,1491,Visa,Credit,4478225264154010,285,YES,2,05/1997,No,5100,2010-01-01,2006-03-01
5410,1491,Mastercard,Debit,5791246266185470,833,YES,1,11/2004,No,17620,2011-01-01,2024-02-01
5732,1491,Mastercard,Debit,5388327407245086,809,YES,2,11/2017,No,23572,2017-01-01,2018-12-01
3019,1491,Visa,Debit,4844854154690497,285,YES,2,05/2009,No,20773,2011-01-01,2023-05-01
1249,330,Visa,Debit,4013218758934399,551,YES,2,02/2010,No,25124,2010-01-01,2012-10-01
2402,392,Mastercard,Debit,5397399966487868,71,YES,1,04/1998,No,19465,2012-01-01,2023-08-01
4380,392,Visa,Credit,4634733858816477,388,YES,1,08/2011,No,14100,2013-01-01,2021-12-01
3307,392,Visa,"Debit (Prepaid)",4935298479806419,570,YES,2,06/2005,No,32,2012-01-01,2022-08-01
5153,1144,Mastercard,Debit,5270047889650775,586,YES,2,10/2009,No,16109,2009-01-01,2024-09-01
4172,1144,Discover,Credit,6163698170878871,324,YES,1,08/2006,No,8100,2008-01-01,2010-01-01
4141,1144,Visa,Debit,4133372133177612,36,YES,2,08/2004,No,16454,2010-01-01,2024-04-01
2223,1144,Mastercard,Credit,5519338595052196,968,YES,2,03/2009,No,7300,2010-01-01,2024-04-01
2459,1163,Mastercard,"Debit (Prepaid)",5611180263447982,946,NO,2,04/2004,No,46,2010-01-01,2020-04-01
2275,1163,Mastercard,Credit,5056525550531002,251,YES,2,03/2011,No,22200,2011-01-01,2022-07-01
4236,1163,Amex,Credit,337414078660495,833,YES,1,08/2008,No,26900,2009-01-01,2024-06-01
5227,230,Amex,Credit,327212376390677,611,YES,2,10/2011,No,8700,2013-01-01,2023-08-01
5788,230,Amex,Credit,389676870614061,391,YES,2,12/2003,No,4000,2006-01-01,2022-10-01
5893,230,Mastercard,Credit,5761118180884911,236,YES,1,12/2007,No,7200,2012-01-01,2020-02-01
5033,230,Visa,Debit,4440890128195970,434,NO,2,10/2005,No,14362,2006-01-01,2022-09-01
1301,1066,Mastercard,Debit,5803246848212927,269,YES,2,02/2012,No,20060,2012-01-01,2023-08-01
1126,1066,Visa,Debit,4623474503708079,960,YES,2,02/2007,No,17309,2010-01-01,2022-11-01
2460,460,Mastercard,Debit,5024786214713145,877,YES,1,04/2004,No,38354,2010-01-01,2022-09-01
3805,460,Mastercard,Debit,5504734087292061,435,YES,2,07/2007,No,49107,2011-01-01,2023-09-01
5470,460,Visa,Debit,4858755901764608,766,YES,1,11/2006,No,8468,2010-01-01,2020-10-01
4534,460,Mastercard,Debit,5577008661015609,114,YES,1,09/2003,No,28877,2017-01-01,2024-02-01
5252,1661,Visa,Debit,4835541986783117,417,YES,1,10/2011,No,33713,2011-01-01,2020-02-01
5983,1661,Visa,Credit,4294634745639513,644,YES,1,12/2009,No,25600,2009-01-01,2020-09-01
5993,1926,Discover,Credit,6892639215588426,873,YES,1,12/2010,No,9100,2013-01-01,2020-07-01
1160,1926,Visa,Debit,4833362009066626,611,NO,2,02/2008,No,793,2008-01-01,2023-09-01
5439,1926,Visa,Credit,4661245088949274,138,YES,2,11/2005,No,4200,2011-01-01,2022-02-01
2417,27,Mastercard,Credit,5054102481336555,835,YES,2,04/2001,No,9900,2007-01-01,2023-06-01
5383,27,Visa,Debit,4102856768520788,534,YES,1,11/2002,No,15082,2006-01-01,2022-05-01
2631,27,Discover,Credit,6392121692006580,277,YES,1,04/2010,No,13100,2013-01-01,2023-11-01
5025,27,Mastercard,Debit,5844706815586007,961,YES,2,10/2005,No,1385,2012-01-01,2022-02-01
1051,27,Mastercard,Debit,5596899870960481,269,YES,2,02/2005,No,26506,2008-01-01,2022-06-01
3055,27,Mastercard,Debit,5876088623884858,299,NO,1,05/2010,No,10488,2010-01-01,2014-12-01
578,27,Mastercard,Credit,5098820482811220,546,YES,2,01/2020,No,7000,2020-01-01,2022-03-01
4035,27,Mastercard,"Debit (Prepaid)",5670263614078854,491,YES,1,07/2015,No,61,2015-01-01,2024-07-01
4131,365,Mastercard,Debit,5858026767803910,936,YES,2,08/2004,No,8923,2014-01-01,2021-05-01
3191,50,Mastercard,Debit,5332822054530194,842,YES,2,05/2017,No,29474,2017-01-01,2020-07-01
5194,50,Mastercard,Debit,5735247274529263,131,YES,2,10/2010,No,25612,2010-01-01,2017-02-01
247,50,Visa,Credit,4319140159818945,418,YES,2,01/2010,No,12700,2010-01-01,2023-06-01
5471,50,Visa,Debit,4816947607499082,329,NO,2,11/2006,No,9781,2014-01-01,2021-02-01
1886,653,Visa,Credit,4219659798225505,560,YES,2,02/2020,No,12900,2020-01-01,2021-06-01
836,743,Visa,Debit,4492886045960839,219,YES,1,01/2020,No,20582,2020-01-01,2022-10-01
1026,743,Visa,Debit,4251505296439839,630,YES,1,02/2003,No,9998,2010-01-01,2023-11-01
1270,743,Mastercard,Debit,5434039936536227,58,YES,1,02/2011,No,11664,2011-01-01,2022-01-01
837,999,Visa,Debit,4176536655394795,735,YES,2,01/2020,No,27813,2020-01-01,2024-12-01
579,999,Mastercard,Credit,5084890972780156,704,YES,2,01/2020,No,11700,2020-01-01,2020-02-01
580,999,Mastercard,Debit,5776578098565133,428,YES,1,01/2020,No,19286,2020-01-01,2020-01-01
581,999,Mastercard,Debit,5938238674613511,970,YES,1,01/2020,No,22868,2020-01-01,2023-12-01
5396,940,Visa,Credit,4865215431636927,389,YES,1,11/2003,No,15400,2009-01-01,2018-04-01
273,940,Mastercard,Debit,5543612189896625,0,YES,2,01/2011,No,26534,2011-01-01,2024-09-01
3726,940,Amex,Credit,341920835415537,577,YES,2,07/2005,No,11100,2012-01-01,2011-02-01
5117,940,Mastercard,Debit,5790687100361013,543,YES,3,10/2008,No,7446,2015-01-01,2020-04-01
2047,940,Mastercard,Debit,5065594473717174,573,NO,2,03/2003,No,12607,2015-01-01,2020-01-01
2224,940,Mastercard,Debit,5712388411358845,375,YES,2,03/2009,No,1053,2011-01-01,2024-03-01
3986,534,Visa,Debit,4434834942514583,392,YES,1,07/2011,No,24424,2011-01-01,2021-04-01
3645,534,Visa,Debit,4620908286307575,924,YES,2,06/2019,No,22330,2019-01-01,2022-08-01
336,534,Visa,Debit,4357162101921894,602,YES,2,01/2014,No,32659,2014-01-01,2024-04-01
1615,1460,Mastercard,Debit,5404676809155780,360,YES,1,02/2020,No,8822,2020-01-01,2021-01-01
1887,1460,Visa,Debit,4536446657466641,729,YES,1,02/2020,No,3549,2020-01-01,2020-03-01
4068,59,Mastercard,Debit,5139260275619902,356,YES,1,07/2018,No,14939,2018-01-01,2018-12-01
1391,59,Mastercard,"Debit (Prepaid)",5366605660821200,820,YES,2,02/2019,No,56,2019-01-01,2021-07-01
1001,59,Mastercard,Credit,5722261582120036,765,YES,2,02/2002,No,8800,2013-01-01,2021-06-01
3658,59,Visa,Credit,4920403884145613,862,YES,1,07/2000,No,9300,2008-01-01,2020-08-01
5195,59,Mastercard,Credit,5287886813527779,710,YES,1,10/2010,No,6800,2010-01-01,2021-09-01
2087,59,Mastercard,Debit,5273002914346439,208,YES,2,03/2005,No,12210,2009-01-01,2020-03-01
1145,59,Mastercard,Debit,5731961436914517,348,YES,2,02/2008,No,6397,2015-01-01,2020-08-01
5084,1908,Mastercard,"Debit (Prepaid)",5729782750338524,682,YES,1,10/2007,No,92,2007-01-01,2024-03-01
2737,1908,Visa,Debit,4667494597335921,716,YES,1,04/2014,No,23053,2014-01-01,2016-04-01
5945,1908,Visa,Credit,4321453382786729,699,YES,1,12/2008,No,14900,2011-01-01,2024-11-01
2461,1908,Mastercard,Debit,5586848851452358,999,YES,2,04/2004,No,27046,2015-01-01,2021-12-01
4032,1908,Amex,Credit,375809277251923,763,NO,1,07/2015,No,2900,2015-01-01,2024-02-01
582,1436,Mastercard,Debit,5305112976234173,182,YES,1,01/2020,No,10427,2020-01-01,2022-12-01
1616,1436,Mastercard,Debit,5936573293417599,173,YES,1,02/2020,No,8163,2020-01-01,2020-02-01
1888,1436,Visa,Debit,4551396345815636,834,YES,2,02/2020,No,26599,2020-01-01,2021-10-01
1617,1436,Mastercard,Credit,5754933315571734,524,YES,2,02/2020,No,3600,2020-01-01,2024-08-01
583,1230,Mastercard,"Debit (Prepaid)",5644009999089881,745,YES,2,01/2020,No,68,2020-01-01,2021-07-01
1618,324,Mastercard,Debit,5946098082933887,492,YES,1,02/2020,No,37661,2020-01-01,2020-02-01
1889,324,Visa,Credit,4177846249033058,974,YES,1,02/2020,No,21400,2020-01-01,2024-08-01
1619,324,Mastercard,Debit,5014002698424637,789,YES,2,02/2020,No,31271,2020-01-01,2022-01-01
5007,992,Mastercard,Credit,5113385398145640,64,YES,1,10/2004,No,20800,2007-01-01,2011-03-01
4511,992,Mastercard,Credit,5848472394865253,65,YES,2,09/2001,No,9000,2010-01-01,2020-10-01
4928,992,Mastercard,Credit,5691724269449732,70,NO,1,10/1996,No,13100,2012-01-01,2024-03-01
3108,992,Visa,Debit,4374177951721878,692,NO,2,05/2011,No,23636,2013-01-01,2023-12-01
3647,198,Amex,Credit,308172687372686,784,YES,1,07/1998,No,8200,2013-01-01,2022-08-01
305,198,Visa,Credit,4539993816741443,11,YES,1,01/2012,No,6900,2012-01-01,2023-03-01
3177,198,Mastercard,Debit,5101124751213938,652,YES,2,05/2016,No,13689,2016-01-01,2022-11-01
584,1017,Mastercard,Debit,5826135241607424,122,YES,2,01/2020,No,5836,2020-01-01,2020-02-01
4638,1813,Mastercard,Credit,5920524223877097,661,NO,1,09/2007,No,12300,2008-01-01,2024-11-01
5196,1813,Mastercard,Credit,5098671138116677,455,YES,1,10/2010,No,7900,2010-01-01,2011-12-01
4591,1813,Visa,Credit,4281927270188113,372,YES,1,09/2005,No,13500,2013-01-01,2021-03-01
101,1813,Mastercard,"Debit (Prepaid)",5548793272738670,233,YES,1,01/2006,No,41,2010-01-01,2024-04-01
838,1989,Visa,Credit,4133581250475930,896,YES,1,01/2020,No,16400,2020-01-01,2022-10-01
2984,1989,Visa,Debit,4556637634817262,126,YES,2,05/2008,No,16293,2009-01-01,2023-03-01
4036,1989,Mastercard,Credit,5131036676128155,342,YES,2,07/2015,No,14300,2015-01-01,2024-08-01
3800,1989,Amex,Credit,387783458708691,124,YES,1,07/2007,No,21200,2011-01-01,2024-03-01
3128,1148,Visa,Debit,4536763812166738,475,YES,1,05/2012,No,11068,2012-01-01,2021-01-01
585,1148,Mastercard,Debit,5796942838820076,291,NO,1,01/2020,No,14835,2020-01-01,2021-10-01
5804,1148,Amex,Credit,310838708616037,96,NO,2,12/2004,No,9300,2014-01-01,2022-03-01
1286,1148,Visa,Credit,4074614873243599,16,YES,1,02/2011,No,9400,2011-01-01,2020-12-01
4132,872,Mastercard,Debit,5495672050218584,792,YES,1,08/2004,No,12566,2015-01-01,2022-02-01
3131,872,Discover,Credit,6591224063219779,174,YES,2,05/2013,No,4100,2013-01-01,2020-10-01
5609,872,Mastercard,Credit,5418010568255294,205,YES,2,11/2010,No,7400,2012-01-01,2018-06-01
5064,872,Visa,Credit,4361264242552157,440,YES,2,10/2006,No,4200,2011-01-01,2021-12-01
5933,458,Mastercard,Debit,5915885449164037,744,YES,1,12/2008,No,14388,2015-01-01,2022-10-01
4177,458,Mastercard,"Debit (Prepaid)",5855592283767121,132,YES,1,08/2006,No,63,2014-01-01,2020-12-01
2484,920,Mastercard,Credit,5388350141546014,278,YES,2,04/2005,No,8100,2008-01-01,2020-01-01
3113,920,Amex,Credit,341587958222262,281,YES,2,05/2012,No,10000,2012-01-01,2024-06-01
2758,1598,Discover,Credit,6844863173851964,435,YES,2,04/2016,No,8700,2016-01-01,2024-11-01
3889,1598,Mastercard,Debit,5517394959961406,758,NO,2,07/2009,No,11900,2010-01-01,2023-10-01
4776,1598,Mastercard,Credit,5631203582527418,995,YES,1,09/2010,No,5700,2015-01-01,2023-10-01
1348,1598,Visa,Credit,4530836617790002,596,YES,2,02/2014,No,3400,2014-01-01,2022-06-01
4657,1598,Discover,Credit,6755650709292906,220,YES,2,09/2008,No,5300,2011-01-01,2023-05-01
4933,1876,Mastercard,Debit,5098350921641458,974,YES,1,10/1998,No,16082,2010-01-01,2023-04-01
3315,1876,Mastercard,Debit,5986700523468552,317,YES,1,06/2006,No,21552,2006-01-01,2020-12-01
5708,1876,Mastercard,Debit,5705118094307247,295,YES,1,11/2015,No,29037,2015-01-01,2022-08-01
2881,1876,Mastercard,Debit,5865202589439156,927,YES,2,05/2005,No,19107,2005-01-01,2006-12-01
5051,1876,Mastercard,Debit,5920582128586067,387,YES,2,10/2006,No,26562,2008-01-01,2012-03-01
4503,1876,Discover,Credit,6208549056774201,325,YES,1,09/2000,No,9800,2011-01-01,2020-06-01
839,412,Visa,Credit,4867749358306187,503,YES,2,01/2020,No,13000,2020-01-01,2023-05-01
586,412,Mastercard,Debit,5356595125371375,118,YES,2,01/2020,No,14733,2020-01-01,2020-02-01
1620,412,Mastercard,Debit,5652463737028904,322,YES,2,02/2020,No,7476,2020-01-01,2020-02-01
587,412,Mastercard,"Debit (Prepaid)",5620630869634949,155,YES,2,01/2020,No,60,2020-01-01,2024-02-01
2088,190,Mastercard,Debit,5442893744984249,926,YES,2,03/2005,No,29471,2011-01-01,2019-06-01
2496,190,Visa,Credit,4273233611719444,602,YES,1,04/2005,No,17700,2010-01-01,2014-10-01
3851,190,Mastercard,Debit,5036287741782216,791,YES,2,07/2008,No,11969,2008-01-01,2023-04-01
3363,190,Visa,Debit,4685370244169283,311,YES,2,06/2007,No,7946,2014-01-01,2022-04-01
4621,190,Visa,"Debit (Prepaid)",4616391251053035,600,YES,1,09/2006,No,41,2017-01-01,2011-06-01
4989,163,Mastercard,Debit,5017276941811863,728,YES,1,10/2003,No,12873,2008-01-01,2023-09-01
2462,163,Mastercard,Debit,5113638843250393,734,YES,1,04/2004,No,17629,2012-01-01,2023-09-01
588,567,Mastercard,Debit,5819953308753509,978,YES,1,01/2020,No,6497,2020-01-01,2024-12-01
589,567,Mastercard,"Debit (Prepaid)",5461501204746611,921,YES,1,01/2020,No,67,2020-01-01,2021-07-01
5309,567,Visa,Credit,4172901867929023,815,YES,1,10/2015,No,3300,2015-01-01,2021-06-01
2513,503,Visa,"Debit (Prepaid)",4338179283608637,479,YES,2,04/2006,No,85,2010-01-01,2022-01-01
1088,503,Mastercard,"Debit (Prepaid)",5499438981291346,547,NO,1,02/2006,No,39,2006-01-01,2020-06-01
5290,469,Mastercard,Debit,5317963113167475,60,YES,1,10/2014,No,26162,2014-01-01,2023-08-01
2686,469,Visa,Credit,4499974645760874,556,YES,1,04/2011,No,13700,2014-01-01,2024-12-01
2619,469,Visa,Debit,4855184148394849,646,YES,2,04/2009,No,31504,2014-01-01,2022-01-01
4178,469,Mastercard,Debit,5095105587832290,488,YES,2,08/2006,No,9010,2007-01-01,2009-04-01
3164,1851,Mastercard,Debit,5716512774333391,690,YES,1,05/2015,No,64059,2015-01-01,2024-07-01
5026,1851,Mastercard,"Debit (Prepaid)",5128224925042600,416,YES,2,10/2005,No,62,2008-01-01,2021-03-01
5528,1851,Mastercard,Debit,5841318855882805,598,NO,2,11/2008,No,29601,2011-01-01,2018-09-01
3890,1851,Mastercard,Credit,5806437154431806,9,YES,1,07/2009,No,21800,2014-01-01,2012-11-01
6003,1851,Mastercard,Debit,5094889405071154,229,YES,2,12/2010,No,49790,2010-01-01,2022-05-01
4061,1523,Visa,Debit,4219882258727403,656,YES,1,07/2017,No,13438,2017-01-01,2020-01-01
2262,1523,Visa,Credit,4821384154009946,7,YES,1,03/2010,No,9600,2011-01-01,2024-09-01
5509,1523,Visa,Credit,4104821247175147,10,YES,1,11/2007,No,6300,2007-01-01,2021-07-01
4521,1523,Mastercard,Debit,5315137645798994,777,YES,1,09/2002,No,12348,2008-01-01,2023-04-01
590,35,Mastercard,Debit,5521656165067355,771,YES,1,01/2020,No,9632,2020-01-01,2020-07-01
1621,35,Mastercard,Debit,5614214525430856,54,YES,2,02/2020,No,9490,2020-01-01,2024-08-01
591,35,Mastercard,Debit,5745960951909793,921,NO,2,01/2020,No,32399,2020-01-01,2024-01-01
2590,317,Visa,Debit,4367233384706347,188,NO,2,04/2008,No,12810,2008-01-01,2015-11-01
4578,317,Mastercard,Credit,5843002193982556,247,YES,2,09/2005,No,9300,2014-01-01,2012-09-01
5411,317,Mastercard,Debit,5285092902484419,930,YES,2,11/2004,No,7564,2016-01-01,2017-10-01
4459,1195,Visa,Debit,4044587617721396,838,YES,1,08/2016,No,22765,2016-01-01,2021-11-01
3309,1195,Discover,Credit,6308747644809116,62,YES,1,06/2006,No,11300,2012-01-01,2021-10-01
131,1195,Mastercard,Debit,5516369728570927,822,YES,1,01/2007,No,10369,2011-01-01,2022-10-01
26,1195,Mastercard,Credit,5899977049289049,747,YES,2,01/2002,No,10200,2011-01-01,2020-10-01
3020,1195,Visa,Credit,4213819030854815,692,YES,2,05/2009,No,12100,2019-01-01,2024-06-01
3219,1195,Visa,Debit,4896500420485745,197,YES,2,06/2000,No,15409,2017-01-01,2020-03-01
1195,1238,Visa,Credit,4892840339331137,127,YES,2,02/2009,No,22500,2012-01-01,2024-07-01
592,1238,Mastercard,Credit,5671490114250433,534,NO,3,01/2020,No,6700,2020-01-01,2020-01-01
4301,432,Visa,Debit,4621289769533601,629,YES,2,08/2009,No,842,2009-01-01,2022-03-01
3005,432,Mastercard,Debit,5087574290944963,540,YES,2,05/2009,No,10049,2009-01-01,2009-08-01
2645,432,Mastercard,Debit,5469440611983411,723,YES,2,04/2010,No,11625,2012-01-01,2018-06-01
2646,432,Mastercard,Credit,5944277345824239,689,YES,2,04/2010,No,5800,2011-01-01,2021-11-01
1146,432,Mastercard,Debit,5515952308018882,490,NO,3,02/2008,No,17515,2010-01-01,2020-02-01
1890,1082,Visa,Debit,4556029140337815,537,YES,2,02/2020,No,1696,2020-01-01,2024-07-01
5187,1082,Discover,Credit,6713198244025271,952,YES,2,10/2010,No,11400,2011-01-01,2010-10-01
3308,1082,Visa,Credit,4609569293297684,165,YES,2,06/2005,No,10600,2017-01-01,2020-07-01
3925,120,Discover,Credit,6960133989364222,808,NO,1,07/2010,No,21500,2010-01-01,2010-12-01
5813,120,Mastercard,Debit,5988465973991532,869,YES,2,12/2004,No,32784,2008-01-01,2021-10-01
3806,120,Mastercard,Debit,5477771408952435,980,YES,2,07/2007,No,13510,2016-01-01,2022-04-01
3558,120,Visa,Credit,4275721419388991,125,YES,1,06/2012,No,14000,2012-01-01,2012-08-01
5610,1289,Mastercard,"Debit (Prepaid)",5477226022582793,961,NO,3,11/2010,No,38,2013-01-01,2018-04-01
1891,1502,Visa,Debit,4361413457601347,932,NO,1,02/2020,No,28471,2020-01-01,2020-09-01
593,1502,Mastercard,Debit,5102512406568371,196,YES,2,01/2020,No,33833,2020-01-01,2023-12-01
3655,1497,Visa,Debit,4255117392431602,582,NO,2,07/1999,No,14751,2012-01-01,2020-04-01
3999,1047,Mastercard,Debit,5909062238371484,211,YES,1,07/2012,No,27268,2012-01-01,2024-04-01
1411,1047,Amex,Credit,346964605654298,530,YES,1,02/2020,No,16400,2020-01-01,2020-02-01
4639,0,Mastercard,Credit,5802759460691737,312,YES,1,09/2007,No,17600,2014-01-01,2019-12-01
1271,0,Mastercard,Debit,5050211780967429,316,YES,2,02/2011,No,31490,2011-01-01,2021-04-01
1622,0,Mastercard,Debit,5691786126216800,451,YES,2,02/2020,No,31008,2020-01-01,2021-06-01
1623,0,Mastercard,Debit,5472791324252431,138,YES,2,02/2020,No,25558,2020-01-01,2020-04-01
1112,351,Mastercard,"Debit (Prepaid)",5348108239138924,893,YES,2,02/2007,No,54,2010-01-01,2023-11-01
1043,351,Visa,Credit,4839347876295447,844,YES,1,02/2004,No,7200,2015-01-01,2024-03-01
2664,351,Visa,Debit,4760435386907937,2,YES,2,04/2010,No,5080,2010-01-01,2022-01-01
431,351,Discover,Credit,6553992478482052,897,YES,1,01/2020,No,2700,2020-01-01,2020-01-01
4512,351,Mastercard,Debit,5025292542824623,264,YES,2,09/2001,No,9278,2011-01-01,2021-04-01
2244,351,Discover,Credit,6898335342234639,107,YES,1,03/2010,No,6000,2016-01-01,2022-03-01
299,1797,Mastercard,Debit,5586398791957987,828,YES,1,01/2012,No,27243,2012-01-01,2022-03-01
1127,1797,Visa,Debit,4777281869545650,256,YES,2,02/2007,No,23237,2009-01-01,2017-02-01
5660,1797,Visa,Debit,4144623277980192,645,YES,2,11/2011,No,16008,2011-01-01,2022-10-01
300,1797,Mastercard,Debit,5535701151074664,987,YES,1,01/2012,No,16279,2012-01-01,2022-02-01
4853,1797,Mastercard,Debit,5669514318855142,958,NO,1,09/2013,No,16003,2013-01-01,2014-11-01
4206,1386,Mastercard,Debit,5695114787068183,881,YES,2,08/2007,No,5488,2014-01-01,2021-02-01
1892,1122,Visa,Debit,4998267438899183,675,YES,1,02/2020,No,45222,2020-01-01,2020-02-01
321,1122,Visa,Debit,4001532089642118,681,YES,1,01/2013,No,32071,2013-01-01,2021-01-01
1893,255,Visa,Debit,4795449431320485,55,YES,2,02/2020,No,16783,2020-01-01,2020-08-01
1894,765,Visa,Debit,4401985504522492,745,YES,2,02/2020,No,13524,2020-01-01,2023-10-01
